state_fips,county_fips,fips5,state_abbreviation,name,adult_smoking_value,flu_vaccinations_value,child_mortality_value,life_exp
0,0,0,US,United States,0.170800174,0.46,49.93848723,79.08913021
1,0,1000,AL,Alabama,0.209273531,0.41,69.4996753,75.41619415
1,1,1001,AL,Autauga County,0.180815572,0.41,55.92215636,76.87947717
1,3,1003,AL,Baldwin County,0.174890326,0.44,47.38174986,78.45025837
1,5,1005,AL,Barbour County,0.219999845,0.37,74.22527371,75.34193493
1,7,1007,AL,Bibb County,0.191141999,0.38,85.8000858,73.57182028
1,9,1009,AL,Blount County,0.19208672,0.39,83.79888268,74.1458259
1,11,1011,AL,Bullock County,0.22894664,0.28,149.6144551,73.53089479
1,13,1013,AL,Butler County,0.21765335,0.35,98.19431564,72.9183092
1,15,1015,AL,Calhoun County,0.206125604,0.38,65.81309082,73.03910859
1,17,1017,AL,Chambers County,0.193929271,0.42,87.56874146,74.29107603
1,19,1019,AL,Cherokee County,0.174986738,0.41,63.72236655,73.99883376
1,21,1021,AL,Chilton County,0.201889791,0.42,59.18000189,74.92675055
1,23,1023,AL,Choctaw County,0.187932483,0.34,,74.05390155
1,25,1025,AL,Clarke County,0.205796553,0.28,94.06452827,74.78745981
1,27,1027,AL,Clay County,0.196203542,0.43,,75.23715615
1,29,1029,AL,Cleburne County,0.183744658,0.34,72.78550113,74.76602886
1,31,1031,AL,Coffee County,0.174447576,0.37,36.80680517,76.71034856
1,33,1033,AL,Colbert County,0.186588211,0.45,67.37519289,74.6659504
1,35,1035,AL,Conecuh County,0.21107513,0.44,,75.25023311
1,37,1037,AL,Coosa County,0.203999656,0.39,136.6306873,73.81951325
1,39,1039,AL,Covington County,0.192494515,0.39,79.37719432,73.99450382
1,41,1041,AL,Crenshaw County,0.186469296,0.36,,74.65904212
1,43,1043,AL,Cullman County,0.179010712,0.41,43.07269864,74.53974581
1,45,1045,AL,Dale County,0.200573949,0.41,74.5843022,75.05295351
1,47,1047,AL,Dallas County,0.24088991,0.34,48.93754025,71.18507134
1,49,1049,AL,DeKalb County,0.210282708,0.4,61.7718464,74.45845024
1,51,1051,AL,Elmore County,0.174525019,0.39,58.49942181,75.91196924
1,53,1053,AL,Escambia County,0.224125846,0.35,78.11326423,72.90735933
1,55,1055,AL,Etowah County,0.201473986,0.36,72.92882147,73.03473169
1,57,1057,AL,Fayette County,0.180015933,0.45,,74.58653626
1,59,1059,AL,Franklin County,0.19250583,0.38,64.69979296,74.64628269
1,61,1061,AL,Geneva County,0.200036033,0.46,72.56584283,73.79484144
1,63,1063,AL,Greene County,0.246328187,0.3,,74.79660472
1,65,1065,AL,Hale County,0.220772913,0.33,93.29697144,74.11701861
1,67,1067,AL,Henry County,0.184298454,0.42,,76.23234938
1,69,1069,AL,Houston County,0.192497828,0.45,89.48315762,75.86663695
1,71,1071,AL,Jackson County,0.199589209,0.42,59.01177966,73.80725219
1,73,1073,AL,Jefferson County,0.176220453,0.44,84.25407063,74.67116264
1,75,1075,AL,Lamar County,0.20430552,0.4,,74.3449866
1,77,1077,AL,Lauderdale County,0.166560043,0.49,55.51343154,76.16952605
1,79,1079,AL,Lawrence County,0.201876462,0.4,83.69368113,73.81540359
1,81,1081,AL,Lee County,0.175601404,0.42,64.88961475,78.22598028
1,83,1083,AL,Limestone County,0.181733566,0.46,53.56747755,77.70135529
1,85,1085,AL,Lowndes County,0.226159112,0.32,108.0263584,71.15970302
1,87,1087,AL,Macon County,0.214146964,0.33,,73.16182193
1,89,1089,AL,Madison County,0.168201727,0.45,63.080936,77.40538974
1,91,1091,AL,Marengo County,0.213560004,0.33,,73.18504344
1,93,1093,AL,Marion County,0.190602036,0.39,63.7882231,74.46923681
1,95,1095,AL,Marshall County,0.210178535,0.43,51.86831799,74.35386014
1,97,1097,AL,Mobile County,0.193699692,0.41,74.7822891,75.0935599
1,99,1099,AL,Monroe County,0.23257539,0.37,99.69566586,74.13195162
1,101,1101,AL,Montgomery County,0.196831529,0.38,94.42249604,76.12818958
1,103,1103,AL,Morgan County,0.188557062,0.44,50.45223549,75.53649746
1,105,1105,AL,Perry County,0.260030886,0.23,123.2134056,72.2540907
1,107,1107,AL,Pickens County,0.21199123,0.46,111.2759644,76.01519064
1,109,1109,AL,Pike County,0.206046562,0.38,54.6597431,75.44015866
1,111,1111,AL,Randolph County,0.189983575,0.33,50.82592122,74.65708874
1,113,1113,AL,Russell County,0.217913198,0.4,76.01409716,73.48211671
1,115,1115,AL,St. Clair County,0.183353013,0.39,54.784969,74.95095495
1,117,1117,AL,Shelby County,0.155611575,0.44,43.996678,80.48575011
1,119,1119,AL,Sumter County,0.22491915,0.28,129.8960831,73.80672066
1,121,1121,AL,Talladega County,0.231598623,0.34,69.39825926,73.13246058
1,123,1123,AL,Tallapoosa County,0.181800672,0.43,79.16263524,74.53086945
1,125,1125,AL,Tuscaloosa County,0.178726324,0.44,79.00852946,76.26014772
1,127,1127,AL,Walker County,0.226809846,0.4,94.53947023,70.31074086
1,129,1129,AL,Washington County,0.207900921,0.28,107.1954978,74.31887446
1,131,1131,AL,Wilcox County,0.220666302,0.23,,73.19123549
1,133,1133,AL,Winston County,0.196479681,0.4,76.25438463,74.83125405
2,0,2000,AK,Alaska,0.210078537,0.35,67.75898278,78.7721508
2,13,2013,AK,Aleutians East Borough,0.166468109,,,91.14716056
2,16,2016,AK,Aleutians West Census Area,0.151428234,,,84.65844406
2,20,2020,AK,Anchorage Borough,0.15041432,0.38,58.70136112,79.31356057
2,50,2050,AK,Bethel Census Area,0.304180171,0.1,119.5526417,72.08765427
2,60,2060,AK,Bristol Bay Borough,0.181376436,0.32,,
2,68,2068,AK,Denali Borough,0.175746877,,,77.69342052
2,70,2070,AK,Dillingham Census Area,0.269308172,0.26,175.9155605,73.56282155
2,90,2090,AK,Fairbanks North Star Borough,0.158535789,0.35,79.85398129,79.66217526
2,100,2100,AK,Haines Borough,0.161178286,0.27,,84.7948385
2,105,2105,AK,Hoonah-Angoon Census Area,0.200737377,,,82.28631224
2,110,2110,AK,Juneau Borough,0.165848709,0.43,46.25346901,80.40983931
2,122,2122,AK,Kenai Peninsula Borough,0.173381531,,54.5000094,78.28682795
2,130,2130,AK,Ketchikan Gateway Borough,0.169351001,0.38,,79.87676296
2,150,2150,AK,Kodiak Island Borough,0.154389732,0.42,,81.8148615
2,158,2158,AK,Kusilvak Census Area,0.410009486,0.2,179.1980886,68.21813755
2,164,2164,AK,Lake and Peninsula Borough,0.283011888,,,
2,170,2170,AK,Matanuska-Susitna Borough,0.175005795,0.32,43.14405713,79.26293342
2,180,2180,AK,Nome Census Area,0.315305729,0.04,165.7896634,70.48595707
2,185,2185,AK,North Slope Borough,0.238510866,,127.3386228,76.11376899
2,188,2188,AK,Northwest Arctic Borough,0.305169179,,227.8319512,71.17804498
2,195,2195,AK,Petersburg Census Area,0.151875384,,,79.03083023
2,198,2198,AK,Prince of Wales-Hyder Census Area,0.222722279,,,73.24652768
2,220,2220,AK,Sitka Borough,0.16250455,0.31,,80.93171222
2,230,2230,AK,Skagway Municipality,0.155843852,0.24,,
2,240,2240,AK,Southeast Fairbanks Census Area,0.196101703,0.21,,78.79672096
2,261,2261,AK,Valdez-Cordova Census Area,0.165906227,,,79.1797026
2,275,2275,AK,Wrangell City,0.173844844,,,78.14592363
2,282,2282,AK,Yakutat Borough,0.198799467,,,
2,290,2290,AK,Yukon-Koyukuk Census Area,0.296914336,0.31,,71.14723773
4,0,4000,AZ,Arizona,0.15555003,0.44,49.0621759,79.89649908
4,1,4001,AZ,Apache County,0.21513107,0.38,104.9460454,72.92321109
4,3,4003,AZ,Cochise County,0.149958457,0.33,49.84141368,78.75697821
4,5,4005,AZ,Coconino County,0.15990186,0.39,64.98603222,78.9800055
4,7,4007,AZ,Gila County,0.176281047,0.38,92.02383417,74.06521565
4,9,4009,AZ,Graham County,0.17534493,0.38,50.57072677,77.3159992
4,11,4011,AZ,Greenlee County,0.142699499,0.29,,81.18680784
4,12,4012,AZ,La Paz County,0.155210102,0.27,78.67257903,76.8665407
4,13,4013,AZ,Maricopa County,0.136863983,0.47,47.39932202,80.3798549
4,15,4015,AZ,Mohave County,0.19352843,0.38,55.36644383,75.68229267
4,17,4017,AZ,Navajo County,0.206119784,0.39,79.11791937,74.44224789
4,19,4019,AZ,Pima County,0.149164612,0.47,43.35182014,79.5664141
4,21,4021,AZ,Pinal County,0.162744735,0.42,45.83833503,82.23662129
4,23,4023,AZ,Santa Cruz County,0.145714493,0.34,41.4446418,83.55016695
4,25,4025,AZ,Yavapai County,0.170653301,0.42,50.93906497,78.94590111
4,27,4027,AZ,Yuma County,0.133270359,0.39,47.91339535,82.92669481
5,0,5000,AR,Arkansas,0.222862588,0.45,68.28485818,75.93061174
5,1,5001,AR,Arkansas County,0.200832304,0.41,66.31299735,74.10407932
5,3,5003,AR,Ashley County,0.204520669,0.44,63.53576534,74.87780405
5,5,5005,AR,Baxter County,0.162428159,0.47,44.36254436,77.06236518
5,7,5007,AR,Benton County,0.165131567,0.51,54.6442194,79.85705195
5,9,5009,AR,Boone County,0.199029944,0.46,44.42996357,76.81203571
5,11,5011,AR,Bradley County,0.217676305,0.5,114.7227534,73.65438807
5,13,5013,AR,Calhoun County,0.206248557,0.35,,73.69557648
5,15,5015,AR,Carroll County,0.183727337,0.42,89.97587011,76.20737685
5,17,5017,AR,Chicot County,0.231034095,0.26,113.0407975,73.77928038
5,19,5019,AR,Clark County,0.193394737,0.49,64.39150032,75.63871891
5,21,5021,AR,Clay County,0.20333191,0.31,,73.19582476
5,23,5023,AR,Cleburne County,0.174093981,0.44,77.48334108,75.71160271
5,25,5025,AR,Cleveland County,0.190385598,0.44,,74.50504637
5,27,5027,AR,Columbia County,0.204764249,0.46,55.27915976,75.55991005
5,29,5029,AR,Conway County,0.190009338,0.27,84.00714061,74.91609307
5,31,5031,AR,Craighead County,0.207629208,0.49,82.05534492,76.83253289
5,33,5033,AR,Crawford County,0.190041771,0.44,48.62630683,76.3761566
5,35,5035,AR,Crittenden County,0.23311338,0.39,91.14244262,72.88853835
5,37,5037,AR,Cross County,0.204880094,0.4,117.3274052,72.67955455
5,39,5039,AR,Dallas County,0.192119061,0.32,,74.64527566
5,41,5041,AR,Desha County,0.242518485,0.38,,72.20035252
5,43,5043,AR,Drew County,0.208316998,0.43,92.56402345,74.67867313
5,45,5045,AR,Faulkner County,0.205350153,0.48,53.0716293,76.73649
5,47,5047,AR,Franklin County,0.21150184,0.48,66.90590597,73.96412814
5,49,5049,AR,Fulton County,0.200121151,0.38,,75.56608008
5,51,5051,AR,Garland County,0.194158447,0.54,66.17224761,74.96318856
5,53,5053,AR,Grant County,0.182222458,0.54,,76.60388344
5,55,5055,AR,Greene County,0.196222168,0.45,70.32986978,74.28997351
5,57,5057,AR,Hempstead County,0.221766582,0.41,52.8262018,76.12194229
5,59,5059,AR,Hot Spring County,0.203335269,0.54,86.26577046,73.65249667
5,61,5061,AR,Howard County,0.21855605,0.45,100.6976912,74.27766767
5,63,5063,AR,Independence County,0.19872211,0.44,66.76495952,76.26666367
5,65,5065,AR,Izard County,0.196610893,0.38,,75.1680997
5,67,5067,AR,Jackson County,0.220981244,0.49,72.40081089,72.89608256
5,69,5069,AR,Jefferson County,0.21331823,0.41,87.35982719,73.28620647
5,71,5071,AR,Johnson County,0.207524652,0.48,53.50659278,76.03319228
5,73,5073,AR,Lafayette County,0.201454841,0.3,,75.44964942
5,75,5075,AR,Lawrence County,0.193946418,0.25,75.18283098,73.38989499
5,77,5077,AR,Lee County,0.24770229,0.34,,75.7458104
5,79,5079,AR,Lincoln County,0.224674207,0.42,,74.65705611
5,81,5081,AR,Little River County,0.210647472,0.46,109.7996157,74.53344939
5,83,5083,AR,Logan County,0.203994562,0.33,115.4976901,75.18828776
5,85,5085,AR,Lonoke County,0.185859727,0.49,80.93835417,74.93233795
5,87,5087,AR,Madison County,0.208138683,0.43,157.2224042,73.34796337
5,89,5089,AR,Marion County,0.199220106,0.35,,74.59463927
5,91,5091,AR,Miller County,0.214787182,0.43,76.05285674,73.86976633
5,93,5093,AR,Mississippi County,0.236447125,0.43,80.35355565,71.59095842
5,95,5095,AR,Monroe County,0.222404612,0.26,181.3087193,68.2494289
5,97,5097,AR,Montgomery County,0.184704266,0.29,,77.29961681
5,99,5099,AR,Nevada County,0.212858227,0.39,,74.67820175
5,101,5101,AR,Newton County,0.190078145,0.27,,77.35064019
5,103,5103,AR,Ouachita County,0.228454786,0.48,73.92348919,74.10217956
5,105,5105,AR,Perry County,0.189169736,0.43,,76.1633867
5,107,5107,AR,Phillips County,0.243544072,0.25,106.7561385,71.76467113
5,109,5109,AR,Pike County,0.200615369,0.3,,76.45976702
5,111,5111,AR,Poinsett County,0.218118114,0.44,73.94841011,71.82696438
5,113,5113,AR,Polk County,0.204839633,0.35,,76.23088761
5,115,5115,AR,Pope County,0.193856287,0.46,46.49480808,76.93018434
5,117,5117,AR,Prairie County,0.185468038,0.33,,76.41403279
5,119,5119,AR,Pulaski County,0.181808894,0.5,71.38068705,76.32841223
5,121,5121,AR,Randolph County,0.204861188,0.38,111.9611868,73.50925268
5,123,5123,AR,St. Francis County,0.241277176,0.42,135.935102,74.49542361
5,125,5125,AR,Saline County,0.164905187,0.53,49.14048819,77.45390832
5,127,5127,AR,Scott County,0.20044697,0.35,,73.68096553
5,129,5129,AR,Searcy County,0.199246474,0.22,,75.29294932
5,131,5131,AR,Sebastian County,0.2164902,0.47,55.05849966,76.0528966
5,133,5133,AR,Sevier County,0.195614798,0.47,66.84148285,76.44352941
5,135,5135,AR,Sharp County,0.210888798,0.36,,73.81782953
5,137,5137,AR,Stone County,0.204594515,0.5,,76.0498122
5,139,5139,AR,Union County,0.199232116,0.45,78.47445656,73.15076684
5,141,5141,AR,Van Buren County,0.189956321,0.36,,76.18311804
5,143,5143,AR,Washington County,0.18972601,0.49,57.6424671,78.24837297
5,145,5145,AR,White County,0.193455673,0.48,76.7397714,75.32716787
5,147,5147,AR,Woodruff County,0.214454038,0.22,,73.38874978
5,149,5149,AR,Yell County,0.208075264,0.37,75.28703181,74.07464052
6,0,6000,CA,California,0.113362627,0.41,36.79971277,81.57580635
6,1,6001,CA,Alameda County,0.097327103,0.44,31.69048046,82.87623703
6,3,6003,CA,Alpine County,0.144551237,0.21,,
6,5,6005,CA,Amador County,0.108321897,0.46,47.31589814,80.38102857
6,7,6007,CA,Butte County,0.137683273,0.39,36.62803411,77.64622056
6,9,6009,CA,Calaveras County,0.109519356,0.4,51.51485882,79.52590973
6,11,6011,CA,Colusa County,0.122172559,0.43,42.01151115,79.85258919
6,13,6013,CA,Contra Costa County,0.099405871,0.45,30.24841028,82.39202736
6,15,6015,CA,Del Norte County,0.151322448,0.36,,76.50212634
6,17,6017,CA,El Dorado County,0.112203607,0.45,25.11433632,81.94220304
6,19,6019,CA,Fresno County,0.133589078,0.44,51.71169263,78.92496979
6,21,6021,CA,Glenn County,0.13180789,0.37,63.73272508,77.88219779
6,23,6023,CA,Humboldt County,0.144685084,0.37,56.82517734,76.95578742
6,25,6025,CA,Imperial County,0.128400107,0.31,36.71284756,81.66220564
6,27,6027,CA,Inyo County,0.118338474,0.4,,78.07991218
6,29,6029,CA,Kern County,0.153141772,0.38,48.35211168,77.48742119
6,31,6031,CA,Kings County,0.142705211,0.35,43.21415964,79.66041685
6,33,6033,CA,Lake County,0.144012009,0.27,52.46196508,74.76021637
6,35,6035,CA,Lassen County,0.137187871,0.33,70.51523129,78.73042269
6,37,6037,CA,Los Angeles County,0.108476781,0.38,34.60474474,82.29113064
6,39,6039,CA,Madera County,0.134442841,0.36,48.39396183,79.60644959
6,41,6041,CA,Marin County,0.097252338,0.48,16.56679257,85.35624088
6,43,6043,CA,Mariposa County,0.117452632,0.27,,79.19629726
6,45,6045,CA,Mendocino County,0.129054138,0.28,62.06177127,79.33862302
6,47,6047,CA,Merced County,0.141296065,0.41,43.84532861,78.76101954
6,49,6049,CA,Modoc County,0.138244584,0.17,,77.03889256
6,51,6051,CA,Mono County,0.119367182,0.42,,96.52296829
6,53,6053,CA,Monterey County,0.122499909,0.43,41.07072247,82.50297749
6,55,6055,CA,Napa County,0.09932848,0.41,29.3230563,81.76857094
6,57,6057,CA,Nevada County,0.115082966,0.46,36.15381278,81.32098764
6,59,6059,CA,Orange County,0.093111974,0.46,29.50331383,83.1051498
6,61,6061,CA,Placer County,0.097846207,0.48,28.48580506,82.19829492
6,63,6063,CA,Plumas County,0.114895556,0.23,,78.49412047
6,65,6065,CA,Riverside County,0.124999443,0.36,35.5411692,80.90289532
6,67,6067,CA,Sacramento County,0.115500286,0.44,41.36565866,79.62220315
6,69,6069,CA,San Benito County,0.107831853,0.47,38.37482611,82.02363331
6,71,6071,CA,San Bernardino County,0.126282766,0.3,48.48376842,78.78147107
6,73,6073,CA,San Diego County,0.107531753,0.41,34.25861401,82.20620368
6,75,6075,CA,San Francisco County,0.103260624,0.41,32.86439726,83.79275751
6,77,6077,CA,San Joaquin County,0.117061662,0.43,45.99935453,78.49725972
6,79,6079,CA,San Luis Obispo County,0.107832969,0.48,31.67815,81.49536069
6,81,6081,CA,San Mateo County,0.086133573,0.48,27.08373544,84.7428224
6,83,6083,CA,Santa Barbara County,0.113773106,0.45,42.97043835,82.09976816
6,85,6085,CA,Santa Clara County,0.08269014,0.47,28.1889308,84.63082824
6,87,6087,CA,Santa Cruz County,0.114408343,0.48,32.59315823,82.82550004
6,89,6089,CA,Shasta County,0.13963535,0.4,44.64054656,76.21467645
6,91,6091,CA,Sierra County,0.118083072,0.18,,80.87762503
6,93,6093,CA,Siskiyou County,0.14066326,0.31,48.23105513,76.57190941
6,95,6095,CA,Solano County,0.117050743,0.38,46.89698296,80.04976432
6,97,6097,CA,Sonoma County,0.100756765,0.43,26.67903377,81.98975894
6,99,6099,CA,Stanislaus County,0.127897511,0.43,41.15114834,78.18290266
6,101,6101,CA,Sutter County,0.119521525,0.49,42.75628915,78.76002654
6,103,6103,CA,Tehama County,0.142589738,0.39,49.13361067,76.67423977
6,105,6105,CA,Trinity County,0.14700217,0.36,,77.35861319
6,107,6107,CA,Tulare County,0.137997122,0.41,48.04838263,78.50211563
6,109,6109,CA,Tuolumne County,0.113430194,0.45,55.34493732,78.68938567
6,111,6111,CA,Ventura County,0.105610218,0.45,32.91407667,82.47255633
6,113,6113,CA,Yolo County,0.109065776,0.5,34.20269713,81.62086013
6,115,6115,CA,Yuba County,0.141791401,0.4,64.39841151,75.23352312
8,0,8000,CO,Colorado,0.146295048,0.48,44.35631319,80.5002804
8,1,8001,CO,Adams County,0.163246054,0.46,43.88180675,79.16431308
8,3,8003,CO,Alamosa County,0.172846426,0.41,,76.17673449
8,5,8005,CO,Arapahoe County,0.132635525,0.53,42.09894231,81.11514225
8,7,8007,CO,Archuleta County,0.134760711,0.32,,82.14612457
8,9,8009,CO,Baca County,0.151714256,0.22,,80.22638063
8,11,8011,CO,Bent County,0.182172674,0.35,,75.08952049
8,13,8013,CO,Boulder County,0.113184418,0.53,29.42603329,82.96930928
8,14,8014,CO,Broomfield County,0.11625378,0.58,32.98204834,82.90347701
8,15,8015,CO,Chaffee County,0.134888729,0.47,,82.02147352
8,17,8017,CO,Cheyenne County,0.140000255,0.38,,78.1631334
8,19,8019,CO,Clear Creek County,0.124832167,0.47,,83.89145436
8,21,8021,CO,Conejos County,0.15554175,0.32,,75.81977446
8,23,8023,CO,Costilla County,0.171044968,0.34,,78.08497231
8,25,8025,CO,Crowley County,0.186290929,0.39,,77.84818402
8,27,8027,CO,Custer County,0.136581914,0.43,,76.91903845
8,29,8029,CO,Delta County,0.145992824,0.4,40.52520668,78.04294556
8,31,8031,CO,Denver County,0.146645034,0.48,52.91750037,79.76745186
8,33,8033,CO,Dolores County,0.15279428,0.32,,76.13879122
8,35,8035,CO,Douglas County,0.10723986,0.54,29.64429641,84.02041569
8,37,8037,CO,Eagle County,0.125469024,0.52,41.10827921,90.12232474
8,39,8039,CO,Elbert County,0.127320647,0.41,54.60502366,81.57593829
8,41,8041,CO,El Paso County,0.142649099,0.46,55.40631544,78.80251062
8,43,8043,CO,Fremont County,0.155698366,0.44,61.49066313,77.62550914
8,45,8045,CO,Garfield County,0.137636287,0.44,43.32539035,80.70884141
8,47,8047,CO,Gilpin County,0.127421288,0.46,,85.13685435
8,49,8049,CO,Grand County,0.141686445,0.46,,85.95539896
8,51,8051,CO,Gunnison County,0.149713506,0.44,87.30574472,83.26093437
8,53,8053,CO,Hinsdale County,0.128948427,0.2,,
8,55,8055,CO,Huerfano County,0.131736373,0.27,,75.43650177
8,57,8057,CO,Jackson County,0.144629516,0.4,,
8,59,8059,CO,Jefferson County,0.123201255,0.51,37.87509875,80.81213649
8,61,8061,CO,Kiowa County,0.144157975,0.31,,
8,63,8063,CO,Kit Carson County,0.141191939,0.35,,80.15306486
8,65,8065,CO,Lake County,0.14969633,0.46,,85.18278415
8,67,8067,CO,La Plata County,0.147784778,0.47,51.6771587,82.15449376
8,69,8069,CO,Larimer County,0.126676726,0.54,37.36975541,81.56300804
8,71,8071,CO,Las Animas County,0.150361401,0.27,121.2686567,74.71210447
8,73,8073,CO,Lincoln County,0.147831706,0.42,,80.09198541
8,75,8075,CO,Logan County,0.155335973,0.43,,78.56713664
8,77,8077,CO,Mesa County,0.15635451,0.48,42.31812652,78.83306413
8,79,8079,CO,Mineral County,0.127478242,0.47,,
8,81,8081,CO,Moffat County,0.145815873,0.44,,79.85458735
8,83,8083,CO,Montezuma County,0.159055684,0.39,58.95481535,78.3289696
8,85,8085,CO,Montrose County,0.154311813,0.46,41.01610566,79.81870343
8,87,8087,CO,Morgan County,0.14186067,0.42,53.9083558,78.15906133
8,89,8089,CO,Otero County,0.16209473,0.44,,75.74447186
8,91,8091,CO,Ouray County,0.126166883,0.47,,85.2303684
8,93,8093,CO,Park County,0.128533244,0.43,,82.01500069
8,95,8095,CO,Phillips County,0.122909558,0.35,,79.6080847
8,97,8097,CO,Pitkin County,0.122667728,0.54,,93.36172887
8,99,8099,CO,Prowers County,0.150380811,0.31,,76.77745171
8,101,8101,CO,Pueblo County,0.164281174,0.53,56.84184088,76.49610023
8,103,8103,CO,Rio Blanco County,0.141335578,0.2,,80.15224232
8,105,8105,CO,Rio Grande County,0.141933816,0.29,,76.44673075
8,107,8107,CO,Routt County,0.143547055,0.57,,83.33715311
8,109,8109,CO,Saguache County,0.175601549,0.32,,78.75471855
8,111,8111,CO,San Juan County,0.160198923,0.55,,
8,113,8113,CO,San Miguel County,0.143749448,0.35,,104.7401454
8,115,8115,CO,Sedgwick County,0.1385823,0.19,,79.09924694
8,117,8117,CO,Summit County,0.13712538,0.55,,96.75306699
8,119,8119,CO,Teller County,0.122943824,0.39,,81.3458573
8,121,8121,CO,Washington County,0.135394302,0.19,,78.66916734
8,123,8123,CO,Weld County,0.137483638,0.5,45.60852785,80.40081917
8,125,8125,CO,Yuma County,0.142778092,0.14,,80.10118428
9,0,9000,CT,Connecticut,0.127309806,0.53,35.07575161,80.86944868
9,1,9001,CT,Fairfield County,0.10157896,0.52,29.6933726,82.70727223
9,3,9003,CT,Hartford County,0.11356248,0.54,38.73926106,80.29557042
9,5,9005,CT,Litchfield County,0.120631412,0.54,23.5437804,80.43244313
9,7,9007,CT,Middlesex County,0.113164406,0.56,24.26859477,81.10542525
9,9,9009,CT,New Haven County,0.12843952,0.53,41.05562682,80.13563462
9,11,9011,CT,New London County,0.123508397,0.5,39.52848168,79.87529995
9,13,9013,CT,Tolland County,0.1054349,0.58,22.4950792,81.58624499
9,15,9015,CT,Windham County,0.143569518,0.54,44.96402878,78.72319202
10,0,10000,DE,Delaware,0.170300597,0.54,57.5444439,78.42865496
10,1,10001,DE,Kent County,0.168237595,0.53,51.21875964,77.73202815
10,3,10003,DE,New Castle County,0.152425581,0.54,60.33399914,78.46808587
10,5,10005,DE,Sussex County,0.160850012,0.55,55.59498462,78.51419481
11,0,11000,DC,District of Columbia,0.159655922,0.38,81.46871805,78.5919757
11,1,11001,DC,District of Columbia,0.159655922,0.38,81.46871805,78.5919757
12,0,12000,FL,Florida,0.160923724,0.43,52.95840263,80.0377844
12,1,12001,FL,Alachua County,0.163808521,0.46,75.34572701,79.13039887
12,3,12003,FL,Baker County,0.227319564,0.4,77.19736794,75.30362639
12,5,12005,FL,Bay County,0.227082045,0.39,67.64103472,76.07913778
12,7,12007,FL,Bradford County,0.229407378,0.33,96.51178823,75.17065282
12,9,12009,FL,Brevard County,0.168664123,0.4,47.8683481,77.73945045
12,11,12011,FL,Broward County,0.145937926,0.35,44.90099209,81.19630142
12,13,12013,FL,Calhoun County,0.223848855,0.22,,74.24028139
12,15,12015,FL,Charlotte County,0.157608057,0.49,53.83942392,80.79011746
12,17,12017,FL,Citrus County,0.195871561,0.43,69.78529391,75.55357523
12,19,12019,FL,Clay County,0.198860048,0.38,41.75533387,77.89788833
12,21,12021,FL,Collier County,0.144419099,0.5,41.12336622,86.06114412
12,23,12023,FL,Columbia County,0.232948153,0.38,79.03446232,75.41983437
12,27,12027,FL,DeSoto County,0.213119303,0.39,62.9656837,79.85436956
12,29,12029,FL,Dixie County,0.246516505,0.3,,75.11064361
12,31,12031,FL,Duval County,0.197901584,0.43,78.01024092,76.22737535
12,33,12033,FL,Escambia County,0.202458302,0.37,74.76179215,75.73825322
12,35,12035,FL,Flagler County,0.174275318,0.46,40.95707434,79.98540579
12,37,12037,FL,Franklin County,0.195230463,0.32,,77.37052739
12,39,12039,FL,Gadsden County,0.203735945,0.33,73.90800917,76.44986597
12,41,12041,FL,Gilchrist County,0.212531577,0.31,75.63776387,77.43241115
12,43,12043,FL,Glades County,0.204313039,0.36,,84.49202938
12,45,12045,FL,Gulf County,0.202093068,0.39,110.1321586,75.95951784
12,47,12047,FL,Hamilton County,0.221285174,0.37,109.071078,76.16851131
12,49,12049,FL,Hardee County,0.191688825,0.36,,79.83904299
12,51,12051,FL,Hendry County,0.19793274,0.3,57.59572409,78.13255407
12,53,12053,FL,Hernando County,0.192152231,0.4,49.7767367,77.25049717
12,55,12055,FL,Highlands County,0.187349614,0.38,55.00239754,78.37522801
12,57,12057,FL,Hillsborough County,0.174555444,0.41,57.72615498,79.27395155
12,59,12059,FL,Holmes County,0.208577472,0.39,,74.80507288
12,61,12061,FL,Indian River County,0.154872156,0.49,42.39251526,81.21876648
12,63,12063,FL,Jackson County,0.230552971,0.37,80.09279717,74.73681564
12,65,12065,FL,Jefferson County,0.195750531,0.32,,76.64232362
12,67,12067,FL,Lafayette County,0.223019564,0.29,,76.35961279
12,69,12069,FL,Lake County,0.168458255,0.5,56.4958984,79.08425557
12,71,12071,FL,Lee County,0.143438877,0.49,51.74270181,82.25978712
12,73,12073,FL,Leon County,0.173275786,0.41,55.81026355,79.75883715
12,75,12075,FL,Levy County,0.236173876,0.34,85.20575612,75.21587969
12,77,12077,FL,Liberty County,0.235530174,0.22,,76.84969326
12,79,12079,FL,Madison County,0.206866967,0.36,77.61783799,75.86853895
12,81,12081,FL,Manatee County,0.152186241,0.46,49.49626145,81.24767167
12,83,12083,FL,Marion County,0.186650042,0.43,76.85488504,76.10323893
12,85,12085,FL,Martin County,0.143212814,0.48,49.36443293,81.88445104
12,86,12086,FL,Miami-Dade County,0.1647941,0.25,45.53149577,82.21461863
12,87,12087,FL,Monroe County,0.171728985,0.35,55.62092202,80.3741712
12,89,12089,FL,Nassau County,0.19388869,0.49,58.17157553,77.26669035
12,91,12091,FL,Okaloosa County,0.184680311,0.38,56.2363933,77.95804924
12,93,12093,FL,Okeechobee County,0.214602093,0.38,64.7067098,76.24208314
12,95,12095,FL,Orange County,0.155998811,0.4,57.07557157,80.32359434
