state_fips,county_fips,fips5,state_abbreviation,name,poor_fair_health,poor_physical_days,poor_mental_days,life_exp,ratio_population_to_physicians,physicians_to_population,income_inequality
0,0,0,US,United States,0.171986764,3.752828263,3.970320984,79.08913021,1325.09053,0.000754665,4.920017801
1,0,1000,AL,Alabama,0.220287029,4.918051715,4.939752942,75.41619415,1542.641456,0.000648239,5.26113574
1,1,1001,AL,Autauga County,0.208829873,4.743888867,4.654031397,76.87947717,2220.16,0.000450418,5.234597269
1,3,1003,AL,Baldwin County,0.175091344,4.224519202,4.304056469,78.45025837,1371.793548,0.000728973,4.417766679
1,5,1005,AL,Barbour County,0.295918017,5.430278859,5.185594413,75.34193493,3158.75,0.000316581,5.681410019
1,7,1007,AL,Bibb County,0.194397242,4.591482438,4.551698849,73.57182028,2060.727273,0.000485266,4.368580511
1,9,1009,AL,Blount County,0.217452928,4.86080763,4.891454668,74.1458259,4462.538462,0.000224088,4.430262332
1,11,1011,AL,Bullock County,0.309991019,5.359159343,4.891351043,73.53089479,3436.333333,0.000291008,7.410195994
1,13,1013,AL,Butler County,0.279106732,5.400806197,5.340750195,72.9183092,3965,0.000252207,5.423595582
1,15,1015,AL,Calhoun County,0.231077332,4.88037674,4.816072288,73.03910859,1571.616438,0.000636288,5.023896449
1,17,1017,AL,Chambers County,0.239954736,4.941178357,4.873580766,74.29107603,2408.071429,0.00041527,4.744932135
1,19,1019,AL,Cherokee County,0.206984706,4.775614101,4.711270423,73.99883376,2585.7,0.000386743,4.708465031
1,21,1021,AL,Chilton County,0.211854629,4.773382296,4.853244137,74.92675055,4896.333333,0.000204235,5.107667948
1,23,1023,AL,Choctaw County,0.248635313,4.93320463,4.987882477,74.05390155,2589,0.00038625,5.86009572
1,25,1025,AL,Clarke County,0.252350848,5.127337236,5.083736729,74.78745981,1852.538462,0.0005398,8.46898263
1,27,1027,AL,Clay County,0.237959174,4.958969531,4.982927683,75.23715615,2673.4,0.000374056,5.079258606
1,29,1029,AL,Cleburne County,0.192844078,4.546700394,4.867215456,74.76602886,3725,0.000268456,4.775680077
1,31,1031,AL,Coffee County,0.194258268,4.420119787,4.5674365,76.71034856,1852.642857,0.000539769,4.658772634
1,33,1033,AL,Colbert County,0.209144544,4.608637627,4.582405897,74.6659504,1557.142857,0.000642202,4.758200916
1,35,1035,AL,Conecuh County,0.286087478,5.433752811,5.391487964,75.25023311,2493.8,0.000400995,4.452203579
1,37,1037,AL,Coosa County,0.249191033,5.089016322,5.102119123,73.81951325,,,4.434364223
1,39,1039,AL,Covington County,0.226688063,4.681940452,4.906550913,73.99450382,1952.210526,0.00051224,4.916330704
1,41,1041,AL,Crenshaw County,0.221469362,4.741456038,4.895213716,74.65904212,6935.5,0.000144186,5.490261031
1,43,1043,AL,Cullman County,0.217864937,4.681421374,4.887602336,74.53974581,1799.021739,0.000555858,4.435584708
1,45,1045,AL,Dale County,0.23433107,5.02126402,4.796090897,75.05295351,5469.555556,0.00018283,5.063099359
1,47,1047,AL,Dallas County,0.298268978,5.626877975,5.591112894,71.18507134,1352.241379,0.000739513,6.058905571
1,49,1049,AL,DeKalb County,0.259589815,5.267708142,5.004405583,74.45845024,2387.233333,0.000418895,4.793618961
1,51,1051,AL,Elmore County,0.186338628,4.296209677,4.66360684,75.91196924,3889.380952,0.00025711,4.382968429
1,53,1053,AL,Escambia County,0.260548919,5.219402937,5.185497665,72.90735933,2880.538462,0.000347157,5.518155793
1,55,1055,AL,Etowah County,0.214838641,4.919021694,4.836313898,73.03473169,1238.012048,0.000807747,4.711496399
1,57,1057,AL,Fayette County,0.221993439,4.92753119,4.976140281,74.58653626,1029.25,0.000971581,4.930437601
1,59,1059,AL,Franklin County,0.253680215,5.216587949,5.182013546,74.64628269,2249.642857,0.000444515,4.401448328
1,61,1061,AL,Geneva County,0.230846693,5.020503153,5.013906251,73.79484144,3302.625,0.000302789,4.981861999
1,63,1063,AL,Greene County,0.339851556,5.934787652,5.463501498,74.79660472,2082.5,0.000480192,5.877814891
1,65,1065,AL,Hale County,0.279025703,5.4154381,5.255129552,74.11701861,4937.333333,0.000202539,6.362011272
1,67,1067,AL,Henry County,0.214192621,4.696673741,4.758572229,76.23234938,3429.4,0.000291596,4.898382392
1,69,1069,AL,Houston County,0.202697971,4.66568897,4.766954564,75.86663695,1185.75,0.000843348,5.141591486
1,71,1071,AL,Jackson County,0.232447618,5.032927396,5.065956082,73.80725219,1853.892857,0.000539406,5.040583263
1,73,1073,AL,Jefferson County,0.196963021,4.410889766,4.736544474,74.67116264,929.7559944,0.001075551,5.340298508
1,75,1075,AL,Lamar County,0.24255311,5.210485954,5.147942525,74.3449866,,,5.049253831
1,77,1077,AL,Lauderdale County,0.201258334,4.668641982,4.758548473,76.16952605,1968.893617,0.0005079,4.523242916
1,79,1079,AL,Lawrence County,0.218338031,4.88277199,5.04845692,73.81540359,6609.8,0.000151291,4.901549018
1,81,1081,AL,Lee County,0.214639078,4.490927657,4.634511993,78.22598028,1901.223529,0.000525977,6.336576709
1,83,1083,AL,Limestone County,0.201140456,4.519329683,4.758755927,77.70135529,2950.0625,0.000338976,5.127206694
1,85,1085,AL,Lowndes County,0.303559106,5.486274035,5.183127879,71.15970302,10076,9.92457E-05,6.478165013
1,87,1087,AL,Macon County,0.298633381,5.412811684,5.300740238,73.16182193,2679.285714,0.000373234,6.751067503
1,89,1089,AL,Madison County,0.192578253,4.365622504,4.654893806,77.40538974,1131.805643,0.000883544,5.240480881
1,91,1091,AL,Marengo County,0.262417374,5.285484211,5.234950396,73.18504344,2767.857143,0.00036129,7.483942951
1,93,1093,AL,Marion County,0.222565047,4.912018071,4.947847815,74.46923681,2983.3,0.000335199,4.78808713
1,95,1095,AL,Marshall County,0.223946531,4.965234306,5.051931782,74.35386014,1802.792453,0.000554695,4.917149099
1,97,1097,AL,Mobile County,0.223990914,4.527724336,5.154593676,75.0935599,1489.046763,0.000671571,5.271608361
1,99,1099,AL,Monroe County,0.300161959,5.673768195,5.299630073,74.13195162,2665.875,0.000375111,8.40203675
1,101,1101,AL,Montgomery County,0.238750862,5.039619345,4.666580357,76.12818958,1025.547511,0.000975089,5.488204456
1,103,1103,AL,Morgan County,0.205542823,4.557816378,4.667527437,75.53649746,2048.586207,0.000488142,4.595366869
1,105,1105,AL,Perry County,0.354290541,6.403329096,5.8770634,72.2540907,3113,0.000321234,4.714705594
1,107,1107,AL,Pickens County,0.265932648,5.211549071,5.002322506,76.01519064,2522,0.000396511,5.82206738
1,109,1109,AL,Pike County,0.245541632,5.088885958,5.054337662,75.44015866,2079.1875,0.000480957,6.953474775
1,111,1111,AL,Randolph County,0.213892945,4.761789378,4.902724331,74.65708874,3238.571429,0.000308778,5.090426591
1,113,1113,AL,Russell County,0.254631488,5.024273935,5.01588296,73.48211671,3803,0.00026295,5.198554823
1,115,1115,AL,St. Clair County,0.192725713,4.53789553,4.604376116,74.95095495,5879.933333,0.00017007,4.215113307
1,117,1117,AL,Shelby County,0.1648944,3.979322809,4.143065263,80.48575011,1241.889535,0.000805225,4.180078388
1,119,1119,AL,Sumter County,0.336330161,5.869336911,5.43458163,73.80672066,1812.428571,0.000551746,7.560845305
1,121,1121,AL,Talladega County,0.231971243,4.820209004,4.975095364,73.13246058,3202.6,0.000312246,5.008697753
1,123,1123,AL,Tallapoosa County,0.228473068,4.777743193,4.979142399,74.53086945,2034.05,0.00049163,5.555796316
1,125,1125,AL,Tuscaloosa County,0.2026233,4.504062883,5.044328593,76.26014772,1385.406667,0.00072181,5.017339356
1,127,1127,AL,Walker County,0.243717189,5.209901213,5.37842956,70.31074086,2463.769231,0.000405882,5.050161717
1,129,1129,AL,Washington County,0.230408588,4.996434068,4.965005043,74.31887446,5510.333333,0.000181477,5.049040775
1,131,1131,AL,Wilcox County,0.294418661,5.454238218,5.206784621,73.19123549,2679.75,0.000373169,5.762843994
1,133,1133,AL,Winston County,0.214314198,4.820298169,5.013005583,74.83125405,2372.2,0.00042155,4.353599446
2,0,2000,AK,Alaska,0.180801761,4.032359091,3.900052937,78.7721508,1099.249629,0.000909712,4.10913408
2,13,2013,AK,Aleutians East Borough,0.168345209,3.41331764,2.783743216,91.14716056,,,4.242061135
2,16,2016,AK,Aleutians West Census Area,0.151726265,3.011439277,2.53281761,84.65844406,2881.5,0.000347042,3.013788768
2,20,2020,AK,Anchorage Borough,0.149911071,3.503084771,3.231415951,79.31356057,905.7107692,0.001104105,3.837479855
2,50,2050,AK,Bethel Census Area,0.239638747,5.378380369,4.59547527,72.08765427,1004.222222,0.000995796,5.672459294
2,60,2060,AK,Bristol Bay Borough,0.153852694,3.672535907,3.632117873,,-867,0,3.883701775
2,68,2068,AK,Denali Borough,0.134890192,3.35035218,3.266621337,77.69342052,,,3.14824851
2,70,2070,AK,Dillingham Census Area,0.230242009,4.817399036,4.466536754,73.56282155,379.3846154,0.002635848,4.662339315
2,90,2090,AK,Fairbanks North Star Borough,0.119564128,3.038840061,3.201114255,79.66217526,1278.24359,0.000782324,3.674504652
2,100,2100,AK,Haines Borough,0.127128327,3.456103073,3.315040865,84.7948385,360.8571429,0.00277118,4.10291008
2,105,2105,AK,Hoonah-Angoon Census Area,0.170679951,4.081508666,3.791567417,82.28631224,,,3.697907219
2,110,2110,AK,Juneau Borough,0.114644241,3.039905531,3.108978814,80.40983931,782.7804878,0.001277497,3.374294262
2,122,2122,AK,Kenai Peninsula Borough,0.147481288,3.8429587,3.495929447,78.28682795,1274.282609,0.000784755,4.727156598
2,130,2130,AK,Ketchikan Gateway Borough,0.136884539,3.376626052,3.189341426,79.87676296,989.7142857,0.001010393,4.213644878
2,150,2150,AK,Kodiak Island Borough,0.132827472,3.189785662,2.957111127,81.8148615,791.0588235,0.001264129,3.848325389
2,158,2158,AK,Kusilvak Census Area,0.369319528,7.062310115,5.819087819,68.21813755,,,4.261834501
2,164,2164,AK,Lake and Peninsula Borough,0.216191997,4.795176972,4.247655252,,-1620,0,4.095089521
2,170,2170,AK,Matanuska-Susitna Borough,0.132139029,3.723759754,3.285571104,79.26293342,2219.416667,0.000450569,4.475280568
2,180,2180,AK,Nome Census Area,0.247895064,5.407085289,4.457069933,70.48595707,1102.333333,0.000907167,4.243799719
2,185,2185,AK,North Slope Borough,0.163339367,3.778302907,3.423685334,76.11376899,3260.666667,0.000306686,4.276911053
2,188,2188,AK,Northwest Arctic Borough,0.235282435,5.336488303,4.532539961,71.17804498,1921,0.000520562,5.307531212
2,195,2195,AK,Petersburg Census Area,0.12253775,3.229717802,3.135011402,79.03083023,546.8333333,0.001828711,4.350755537
2,198,2198,AK,Prince of Wales-Hyder Census Area,0.184866027,4.263009758,3.860413164,73.24652768,1288.6,0.000776036,4.311232877
2,220,2220,AK,Sitka Borough,0.125247381,3.405696776,3.276044965,80.93171222,511.1176471,0.001956497,3.840693713
2,230,2230,AK,Skagway Municipality,0.116049936,3.040956716,3.099497614,,-1157,0,2.680913619
2,240,2240,AK,Southeast Fairbanks Census Area,0.147970825,3.407934567,3.352672506,78.79672096,984,0.00101626,4.280810278
2,261,2261,AK,Valdez-Cordova Census Area,0.122105708,3.136219301,3.182464791,79.1797026,1030.888889,0.000970037,4.688208617
2,275,2275,AK,Wrangell City,0.150804945,3.691679713,3.492573093,78.14592363,840.3333333,0.001190004,4.274168112
2,282,2282,AK,Yakutat Borough,0.164372491,3.837639017,3.588508681,,-605,0,3.228824312
2,290,2290,AK,Yukon-Koyukuk Census Area,0.229289329,5.232301799,4.381886431,71.14723773,5365,0.000186393,5.965027322
4,0,4000,AZ,Arizona,0.185550446,4.023226147,4.039216034,79.89649908,1504.668668,0.000664598,4.583322967
4,1,4001,AZ,Apache County,0.25951202,5.613058281,5.345628598,72.92321109,3113.304348,0.000321202,7.631551472
4,3,4003,AZ,Cochise County,0.180694486,4.233140699,4.314515792,78.75697821,1834.647059,0.000545064,4.743002545
4,5,4005,AZ,Coconino County,0.158845141,4.193534585,4.21840951,78.9800055,1182.991597,0.000845315,5.076506991
4,7,4007,AZ,Gila County,0.186697217,4.507722096,4.486691376,74.06521565,2140.04,0.000467281,4.685011062
4,9,4009,AZ,Graham County,0.189142796,4.374218826,4.194210007,77.3159992,1703,0.000587199,4.69129746
4,11,4011,AZ,Greenlee County,0.178654162,3.722590567,3.795532503,81.18680784,1891,0.000528821,3.306928451
4,12,4012,AZ,La Paz County,0.220059967,4.523054715,4.49068383,76.8665407,3433.5,0.000291248,5.151811265
4,13,4013,AZ,Maricopa County,0.156226542,3.577188539,3.779442707,80.3798549,1421.463036,0.000703501,4.481821548
4,15,4015,AZ,Mohave County,0.189122726,4.419033636,4.761401008,75.68229267,2031.372549,0.000492278,4.163877231
4,17,4017,AZ,Navajo County,0.242846849,4.966884622,5.237986182,74.44224789,1602.294118,0.000624105,5.761791296
